普尔TV1.5
⚪普尔茶TV,#genre#
Code of Thieves (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/425.mp4
Cun! (2011),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/426.mp4
Raatchasi (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6564.mp4
Bhoothnath (2008),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6567.mp4
Bhoothnath Returns (2014),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6568.mp4
Triggered (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6643.mp4
Antidote (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6644.mp4
Clouds (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6645.mp4
Cuties (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6646.mp4
Holidate (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6647.mp4
Phineas and Ferb The Movie: Candace Against the Universe (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6648.mp4
Possessor Uncut (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6649.mp4
Ravers (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6650.mp4
Rebecca (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6651.mp4
Relic (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6652.mp4
Rogue City (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6653.mp4
Sputnik (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6654.mp4
The Call (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6655.mp4
Words on Bathroom Walls (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6656.mp4
A Babysitter\'s Guide to Monster Hunting (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6664.mp4
A Night of Horror: Nightmare Radio (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6665.mp4
Ben 10 Versus the Universe: The Movie (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6666.mkv
BLACKPINK: Light Up the Sky (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6667.mp4
Broil (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6668.mp4
Clownery (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6669.mp4
Come Away (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6670.mp4
Cut Throat City (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6671.mp4
Fishbowl (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6672.mp4
Ginny Weds Sunny (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6673.mp4
Kick (2014),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6675.mp4
Love and Monsters (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6676.mp4
Nobody Sleeps in the Woods Tonight (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6677.mp4
Nocturne (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6678.mp4
Over the Moon (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6679.mp4
Pasal Kau!,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6681.mkv
Psy 3: W imię zasad (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6682.mp4
Robert the Bruce (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6683.mp4
Save Yourselves! (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6684.mp4
The Mortuary Collection (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6685.mp4
The Other Side of Hope (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6686.mp4
The Secrets We Keep (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6687.mp4
The Trial of the Chicago 7 (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6688.mp4
The Wolf of Snow Hollow (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6689.mp4
Villain (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6690.mp4
Gemerlapan (1997),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6980.mp4
Hilang Akal (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6981.mp4
Hingga Hujung Nyawa (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6982.mp4
Mon dan Jin Pakai Toncit (2013),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6983.mp4
Isteriku CEO ( 2018 ),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6984.mp4
Jebat (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6985.mkv
Jejaka Terhangat (2015),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6986.mp4
Kalut Nak Raya (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6987.mp4
7 Perhentian (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6988.mp4
15 Puasa (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6989.mp4
16 Puasa (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6990.mp4
17 Puasa (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6991.mp4
Anak Perjanjian Syaitan (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6993.mkv
Baik Punya Cilok (2005),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6994.mp4
Banglasia 2.0 (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6995.mp4
Biar Betul (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6996.mp4
Budok Kuba (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/6999.mp4
Cinta Paling Agung (2015),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7000.mkv
Cuci (2009),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7001.mp4
Gadoh (2009),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7003.mp4
Kimchi Untuk Awak (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7004.mp4
Magika (2010),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7005.mp4
Paku Pontianak (2013),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7007.mp4
Pisau Cukur (2009),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7008.mp4
Putera (1994),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7009.mp4
Saka Zain Jusoh (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7010.mp4
Sayang Suria (2015),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7011.mp4
Sekali Lagi (2011),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7012.mp4
Simfoni Duniaku (1994),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7013.mp4
Sinaran (2015),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7014.mp4
Surga Yang Tak Dirindukan 2 (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7015.mp4
Tempatkan Dia Di Syurga ( 2010 ),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7016.mp4
V3: Samseng Jalanan (2010),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7017.mp4
Fatman (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7018.mp4
Kelaster (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7020.mkv
Run (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7021.mp4
The Last Warrior (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7023.mp4
Doraemon: Nobita and the Winged Braves (2001),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7025.mp4
Doraemon The Movie - Nobita Dan Kerajaan Robot,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7026.mp4
Doraemon: Nobita and the Windmasters (2003),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7027.mp4
Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7085.mp4
Doraemon: Nobita\'s Dinosaur (2006),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7086.mp4
Doraemon: Nobita The Great New Adventure Into The Underworld,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7087.mp4
Doraemon: Nobita and the Steel Troops (1986),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7088.mp4
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~ (2012),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7089.mp4
Mama Tak Akan Sama,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7090.mp4
Bini Aku Dari Neraka Raya (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7093.mp4
Bukan Cerita Cinta Kita (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7094.mp4
Cinta Sticky Note (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7095.mp4
Cruise Cinta (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7096.mp4
Hantu Rumah Sakit Jiwa (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7097.mp4
Iman Ke Syurga (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7099.mp4
Istanbul Aku Datang! (2012),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7100.mp4
Kerantung (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7101.mp4
Khalifahkan Aku,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7102.mp4
KL Special Force (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7103.mp4
Lamaran Perfect (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7104.mp4
PONTIANAK DAN DOT DOT (2016),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7110.mp4
Alien Invasion (2018),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7119.mp4
Cagefighter: Worlds Collide (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7122.mp4
Don\'t Listen (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7125.mp4
Freaky (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7127.mp4
Hachi: A Dog\'s Tale (2009),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7128.mp4
Jingle Jangle: A Christmas Journey (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7131.mp4
Inc. (2001),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7134.mp4
Munich (2005),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7135.mp4
Upin & Ipin: Keris Siamang Tunggal (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7141.mkv
Active Shooter (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7268.mp4
Black Beauty (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7270.mp4
Chick Fight (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7271.mp4
Come Play (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7272.mp4
It Cuts Deep (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7273.mp4
A Deadly Place (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7274.mp4
Echo Boomers (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7275.mp4
Jiu Jitsu (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7276.mp4
Last Three Days (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7277.mp4
Loco (2020),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7278.mp4
Pahuna: The Little Visitors (2017),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7279.mp4
Playhouse (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7280.mp4
The Box (2009),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7281.mp4
The Boy in the Striped Pyjamas (2008),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7282.mp4
Transcendence (2014),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7298.mp4
Turbo (2013),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7299.mp4
What Happened to Mr Cha? (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7301.mp4
Dalil Cinta ( 2010 ),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7002.mp4
Laskar Pelangi 2: Edensor (2013),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7105.mp4
10 Tips Tipu Bini (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7308.mkv
Zack Snyder\'s Justice League (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7309.mp4
PK (2014),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7310.mp4
The BFG (2016),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7311.mp4
The Ten Commandments (2007),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7312.mp4
Veer-Zaara (2004),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7317.mp4
Weathering with You (2019),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7323.mp4
Wreck-It Ralph (2012),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7327.mp4
Godzilla vs. Kong (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7332.mp4
18 Puasa Di Kampung Pisang,http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/7334.mkv
Kampong Pisang Musikal Raya Istimewa (2021),http://iptv.tvmalaysia.cc:80/movie/kl570/kl570/8976.mp4
RRI NET,http://iptv.tvmalaysia.cc:80/kl570/kl570/8841
SCTV,http://iptv.tvmalaysia.cc:80/kl570/kl570/8842
TransTV,http://iptv.tvmalaysia.cc:80/kl570/kl570/8843
Trans 7,http://iptv.tvmalaysia.cc:80/kl570/kl570/8844
Indosiar,http://iptv.tvmalaysia.cc:80/kl570/kl570/8845
ANTV,http://iptv.tvmalaysia.cc:80/kl570/kl570/8846
Metro TV,http://iptv.tvmalaysia.cc:80/kl570/kl570/8848
CNBC Indonesia,http://iptv.tvmalaysia.cc:80/kl570/kl570/8849
Kompas TV,http://iptv.tvmalaysia.cc:80/kl570/kl570/8850
CNN Indonesia,http://iptv.tvmalaysia.cc:80/kl570/kl570/8851


⚪日本頻道,#genre#
NHK,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
GEM,http://210.210.155.35:80/uq2663/h/h19/01.m3u8
NHK,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHK,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
Animax Japan (Vietnamese Subs)[1280*720],https://livecdn.fptplay.net/hda3/animaxport_2000.stream/playlist.m3u8
CGNTV Japan[1280*720],http://cgntv-glive.ofsdelivery.net/live/cgntv_jp/playlist.m3u8
New Japan Pro Wrestling World[1280*720],https://aka-amd-njpwworld-hls-enlive.akamaized.net/hls/video/njpw_en/njpw_en_channel01_3/playlist_DVR.m3u8
日本购物1[1280*720],http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
Weather News[1280*720],https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8
Animax HD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_hls.smil/chunklist_b2500000.m3u8
AnimaxHD[1280*720],https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8


⚪韩国頻道,#genre#
TJB SBS ,http://1.245.74.5:1935/live/tv/.m3u8
KBS World,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
KBC(SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
Arirang[1920*1080],http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Arirang[1920*1080],http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
YTN[1920*1080],http://slive.ytn.co.kr/ytn/_definst_/ytn_stream_20190306/playlist.m3u8
국악방송[1920*1080],http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
춘천MBC(MBC Chuncheon)[1920*1080],https://5c74939c891dc.streamlock.net/live/TV/playlist.m3u8
Arirang[1280*720],http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
Arirang[1280*720],http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/chunklist_b1728000_sleng.m3u8
KCTV 광주 CH05[1280*720],http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
Maeil Business Newspaper[1280*720],rtmp://origin.flive.skcdn.com/mbn-auth1/1000k
MTN[1280*720],http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
NBS Korea Agricultural Broadcasting[1280*720],https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
대전MBC,https://5c482867a8b63.streamlock.net/live/myStream.sdp/playlist.m3u8
여수MBC,https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
여수MBC,https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
Jasmin TV,http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
선거방송[1280*720][1280*720],http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8

⚪海外頻道,#genre#
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

BBCWorldNews,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
SKYnews,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/05.m3u8
FTV④,http://fash1043.cloudycdn.services/slive/_definst_/ftv_midnite_secrets_adaptive.smil/chunklist_b4700000_t64MTA4MHA=.m3u8
FTV④,https://fash1043.cloudycdn.services/slive/_definst_/ftv_ftv_midnite_k1y_27049_midnite_secr_108_hls.smil/chunklist_b2800000_t64NzIwcA==.m3u8


⚪体育频道,#genre#
CCTV5,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/2300000/mnf.m3u8
CCTV5,http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8
CCTV5,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000064
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.134.39.39/PLTV/88888888/224/3221226253/index.m3u8
CCTV5+,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000246
CCTV5+,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
CCTV5+,http://219.151.31.43/liveplay-kk.rtxapp.com/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
博斯运动2,http://58.99.33.16:1935/liveedge17/live_244_3.stream/chunklist.m3u8
精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
超级体育,http://39.134.66.66/PLTV/88888888/224/3221225635/index.m3u8
超级体育,http://39.134.155.137/PLTV/88888888/224/3221225653/index.m3u8
超级体育,http://39.134.155.153/PLTV/88888888/224/3221225576/index.m3u8
咪咕视频·PP体育1[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
劲爆体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
五星体育,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
新视觉,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/xsjhd/4000000/mnf.m3u8
TNTSPORTS 2[1280*720],https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
TNTSPORTS 3[1280*720],https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
TNTSPORTS 4[1280*720],https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
TNTSPORTS 5[1280*720],https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
Canal+ Sport HD[1280*720],http://207.110.52.61:8080/s/hls/5/293/canal_plus_sport_polska_250/1/1/tracks-v1a1/mono.m3u8



⚪影视轮播,#genre#
斗鱼5,http://dyscdnali1.douyucdn.cn/live/3637778raLSXdOdu.flv?uuid=
斗鱼6,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
斗鱼8,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
斗鱼14,http://dyscdnali1.douyucdn.cn/live/3637765rrt97QwBF.flv?uuid=
斗鱼16,http://dyscdnali1.douyucdn.cn/live/3637726rQLDdfto7.flv?uuid=
斗鱼18,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
斗鱼21,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
斗鱼44,http://dyscdnali1.douyucdn.cn/live/2935323rnTpNsu74.flv?uuid=
斗鱼1,http://dyscdnali1.douyucdn.cn/live/747764rfA3HOpaVl.flv?uuid=
斗鱼31,http://dyscdnali1.douyucdn.cn/live/315457rKVDx61O3D.flv?uuid=
斗鱼3,http://dyscdnali1.douyucdn.cn/live/263824rRfZVWVD72.flv?uuid=
斗鱼61,http://dyscdnali1.douyucdn.cn/live/8168353rQlNMuNrh.flv?uuid=
斗鱼17,http://dyscdnali1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv?uuid=
斗鱼33,http://dyscdnali1.douyucdn.cn/live/2935323rnTpNsu74.flv?uuid=
斗鱼21,http://dyscdnali1.douyucdn.cn/live/3928r9p0BHMDG.flv?uuid=
斗鱼27,http://dyscdnali1.douyucdn.cn/live/310926rNTQw8E7Yz.flv?uuid=
斗鱼37,http://dyscdnali1.douyucdn.cn/live/206858rtesHKjl.flv?uuid=
斗鱼11,http://dyscdnali1.douyucdn.cn/live/85894rmovieChow.flv?uuid=
斗鱼12,http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=
斗鱼29,http://dyscdnali1.douyucdn.cn/live/7537296rTdKDixQ0.flv?uuid=
斗鱼67,http://dyscdnali1.douyucdn.cn/live/6655271rvrNp14Nn.flv?uuid=
斗鱼40,http://dyscdnali1.douyucdn.cn/live/7459925rLzyH2qb0.flv?uuid=
斗鱼68,http://dyscdnali1.douyucdn.cn/live/4282654rqJ3gI94v.flv?uuid=
斗鱼54,http://dyscdnali1.douyucdn.cn/live/6763930rQ0VfA1mV.flv?uuid=
斗鱼42,http://dyscdnali1.douyucdn.cn/live/3980787rVI3fG6Tv.flv?uuid=
武林外传,http://121.51.249.53/tx.hls.huya.com/src/1423782087-1423782087-6115097500295626752-2847687630-10057-A-0-1-imgplus.m3u8
斗鱼电影1,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=925724
斗鱼电影2,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=122402
斗鱼电影3,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=85894
斗鱼电影4,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=310926
斗鱼电影5,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=263824
斗鱼电影6,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=747764
斗鱼动漫,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=206858
国语动漫,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=6449849
鬼吹灯,http://148.70.143.24/cms/yslb/yunshitv/wangyouzhibo/douyu.php?tvplay=7701735
